,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows
50001,11.52,67.49,0.084,0.044
50002,11.61,67.22,0.083,0.051
50003,11.6,67.56,0.085,0.055
50004,11.48,68.59,0.084,0.059
50005,11.39,69.09,0.084,0.062
50006,11.49,68.76,0.081,0.037
50007,11.42,68.93,0.083,0.055
50008,11.25,70.0,0.084,0.029
50009,11.07,70.9,0.083,0.062
50010,11.18,70.9,0.081,0.066
50011,11.18,70.3,0.08,0.062
50012,10.99,71.2,0.084,0.066
50013,10.92,71.8,0.085,0.044
50014,10.96,71.8,0.084,0.059
50015,10.95,71.5,0.086,0.113
50016,10.87,72.0,0.085,0.457
50017,10.93,71.7,0.084,2.361
50018,10.78,73.0,0.083,6.679
50019,10.83,72.9,0.08,19.76
50020,10.94,72.1,0.082,39.29
50021,10.98,72.1,0.081,48.85
50022,11.09,72.1,0.085,78.3
50023,11.35,71.6,0.089,85.5
50024,11.67,70.0,0.085,82.0
50025,11.82,69.44,0.086,64.58
50026,11.76,69.54,0.09,55.01
50027,11.85,69.67,0.088,47.15
50028,12.08,69.21,0.088,34.66
50029,12.4,67.54,0.087,33.83
50030,12.37,66.9,0.083,44.94
50031,12.33,67.04,0.09,53.28
50032,12.41,67.17,0.092,95.4
50033,12.77,67.07,0.088,130.9
50034,13.83,65.57,0.081,119.4
50035,13.42,64.23,0.089,99.1
50036,13.66,64.33,0.083,114.4
50037,14.04,61.0,0.082,137.3
50038,13.99,62.0,0.084,143.1
50039,13.91,62.5,0.089,94.0
50040,13.44,65.61,0.087,132.1
50041,13.52,66.01,0.085,326.5
50042,14.54,64.5,0.083,533.1
50043,15.07,63.04,0.081,708.0
50044,15.09,63.14,0.076,539.1
50045,14.69,64.74,0.077,153.7
50046,14.25,66.68,0.086,55.52
50047,14.05,67.75,0.083,180.5
50048,13.82,71.8,0.084,166.6
50049,13.31,75.2,0.083,162.7
50050,13.16,76.0,0.082,192.8
50051,13.27,75.8,0.083,236.0
50052,13.81,74.6,0.079,165.9
50053,14.07,69.31,0.082,123.7
50054,14.12,68.21,0.085,103.3
50055,13.91,69.25,0.083,92.4
50056,14.06,69.08,0.083,116.2
50057,14.11,69.92,0.084,135.3
50058,14.11,70.6,0.085,105.9
50059,14.02,70.7,0.082,77.9
50060,14.01,71.2,0.082,70.7
50061,13.98,71.7,0.083,80.1
50062,14.01,71.0,0.081,66.73
50063,14.01,71.0,0.093,58.39
50064,14.04,69.95,0.086,36.35
50065,14.08,69.08,0.085,36.87
50066,14.03,68.81,0.084,39.11
50067,14.0,68.58,0.084,32.91
50068,13.95,68.98,0.081,38.68
50069,13.96,68.81,0.083,42.21
50070,13.92,68.65,0.079,29.64
50071,13.9,68.28,0.085,29.96
50072,14.0,68.01,0.081,46.85
50073,13.96,68.18,0.081,28.61
50074,13.9,68.28,0.084,11.87
50075,13.82,68.51,0.085,9.28
50076,13.68,69.14,0.117,5.929
50077,13.58,69.88,0.085,2.628
50078,13.52,69.94,0.082,0.758
50079,13.54,69.11,0.085,0.161
50080,13.57,68.48,0.084,0.059
50081,13.67,67.64,0.086,0.055
50082,13.76,66.94,0.083,0.077
50083,13.73,67.44,0.083,0.088
50084,13.8,67.86,0.082,0.048
50085,13.78,68.07,0.084,0.048
50086,13.66,68.94,0.084,0.084
50087,13.66,68.67,0.08,0.081
50088,13.57,69.83,0.085,0.055
50089,13.12,72.0,0.086,0.04
50090,13.11,72.3,0.082,0.062
50091,13.06,72.8,0.083,0.091
50092,13.01,73.1,0.084,0.037
50093,13.04,73.0,0.083,0.077
50094,13.07,72.8,0.088,0.062
50095,13.07,73.0,0.086,0.095
50096,13.11,73.4,0.082,0.062
50097,13.37,71.7,0.083,0.051
50098,13.44,70.6,0.084,0.066
50099,13.68,70.1,0.084,0.051
50100,13.43,70.5,0.083,0.044
50101,13.34,71.4,0.083,0.055
50102,13.48,70.2,0.082,0.062
50103,13.46,70.6,0.083,0.04
50104,13.48,70.2,0.082,0.051
50105,13.39,72.0,0.083,0.055
50106,13.22,72.3,0.084,0.062
50107,13.22,72.3,0.082,0.048
50108,13.16,72.0,0.081,0.051
50109,13.06,72.1,0.084,0.029
50110,13.05,72.5,0.084,0.07
50111,13.14,72.5,0.084,0.048
50112,13.22,72.0,0.084,0.044
50113,13.13,72.1,0.081,0.051
50114,13.13,72.2,0.082,0.037
50115,13.16,72.4,0.079,0.04
50116,13.41,72.0,0.085,0.066
50117,13.34,71.3,0.084,0.062
50118,13.37,71.1,0.084,0.066
50119,13.37,70.7,0.082,0.018
50120,13.39,70.8,0.08,0.037
50121,13.47,71.1,0.084,0.084
50122,13.6,71.3,0.082,0.062
50123,13.33,71.6,0.081,0.044
50124,13.58,72.4,0.08,0.077
50125,13.75,71.4,0.081,0.062
50126,14.25,70.6,0.081,0.055
50127,14.51,66.33,0.081,0.044
50128,14.24,68.99,0.079,0.048
50129,14.59,67.29,0.082,0.051
50130,14.25,68.56,0.082,0.066
50131,14.44,67.69,0.082,0.07
50132,13.97,69.2,0.082,0.081
50133,14.58,68.86,0.079,0.048
50134,15.39,64.22,0.079,0.04
50135,15.41,63.12,0.079,0.055
50136,15.3,63.55,0.078,0.048
50137,15.19,64.42,0.079,0.059
50138,15.29,64.22,0.08,0.091
50139,15.28,63.55,0.077,0.077
50140,15.29,63.19,0.078,0.073
50141,15.19,63.92,0.078,0.07
50142,15.17,63.95,0.08,0.066
50143,15.35,63.15,0.078,0.07
50144,15.49,62.05,0.078,0.062
50145,15.42,62.39,0.082,0.088
50146,15.41,62.72,0.079,0.04
50147,15.31,63.86,0.079,0.055
50148,15.18,64.43,0.078,0.048
50149,15.13,64.66,0.081,0.062
50150,15.21,64.12,0.083,0.037
50151,15.34,63.49,0.078,0.066
50152,15.41,62.86,0.08,0.066
50153,15.37,63.12,0.08,0.051
50154,15.18,63.66,0.078,0.095
50155,15.22,62.86,0.077,0.048
50156,15.17,63.59,0.079,0.055
50157,15.15,63.75,0.079,0.062
50158,15.18,63.85,0.078,0.044
50159,14.95,65.46,0.081,0.081
50160,15.24,64.65,0.081,0.366
50161,15.44,62.29,0.081,2.474
50162,15.52,61.45,0.08,9.47
50163,15.63,61.46,0.082,22.46
50164,15.67,61.39,0.079,45.76
50165,15.78,61.08,0.082,58.67
50166,15.9,60.28,0.079,28.94
50167,15.91,61.08,0.082,18.87
50168,15.81,61.39,0.082,27.24
50169,15.79,61.62,0.082,56.15
50170,15.7,63.82,0.084,76.8
50171,15.63,63.99,0.083,119.6
50172,15.49,65.39,0.078,107.0
50173,15.52,65.23,0.081,126.9
50174,15.73,64.46,0.082,141.8
50175,15.81,64.56,0.083,128.7
50176,15.9,63.39,0.082,122.5
50177,15.81,64.96,0.08,127.2
50178,15.72,65.83,0.082,122.7
50179,15.74,65.83,0.083,109.2
50180,15.88,64.96,0.082,116.8
50181,16.04,62.53,0.08,151.1
50182,16.1,61.73,0.08,111.6
50183,16.01,62.72,0.083,98.5
50184,16.14,60.52,0.083,122.9
50185,16.19,59.85,0.084,127.0
50186,16.19,59.39,0.078,128.7
50187,16.18,59.52,0.08,133.9
50188,16.15,60.25,0.081,139.1
50189,16.15,59.61,0.083,150.2
50190,16.16,59.28,0.081,199.8
50191,16.16,59.21,0.081,163.5
50192,16.17,59.31,0.082,196.3
50193,16.37,57.44,0.081,216.8
50194,16.3,58.78,0.082,195.1
50195,16.3,58.78,0.082,153.6
50196,16.18,60.41,0.081,145.7
50197,16.09,60.45,0.081,196.0
50198,16.2,59.55,0.079,175.3
50199,16.27,59.11,0.083,145.8
50200,16.3,58.34,0.083,145.2
50201,16.4,58.85,0.083,293.1
50202,16.69,59.35,0.081,478.0
50203,17.0,57.84,0.081,355.7
50204,16.69,58.21,0.081,210.9
50205,16.59,58.21,0.084,191.0
50206,16.63,58.71,0.085,165.4
50207,16.63,58.14,0.083,142.4
50208,16.8,55.97,0.083,113.5
50209,16.7,56.61,0.086,74.0
50210,16.65,56.84,0.089,44.21
50211,16.78,56.28,0.082,27.8
50212,16.75,56.91,0.082,35.0
50213,16.85,56.61,0.084,36.4
50214,16.67,56.74,0.082,24.51
50215,16.73,56.84,0.079,14.83
50216,16.57,57.38,0.085,8.96
50217,16.58,57.18,0.082,9.29
50218,16.6,57.14,0.085,5.995
50219,16.61,57.71,0.083,3.327
50220,16.75,57.68,0.094,1.076
50221,16.62,59.85,0.084,0.439
50222,15.57,64.55,0.084,0.209
50223,15.21,66.52,0.085,0.088
50224,15.07,67.29,0.087,0.033
50225,15.3,67.02,0.087,0.059
50226,15.27,67.42,0.086,0.07
50227,15.16,68.69,0.086,0.055
50228,15.0,70.6,0.082,0.051
50229,14.92,72.5,0.085,0.07
50230,14.86,73.9,0.085,0.055
50231,14.87,73.9,0.088,0.051
50232,14.94,74.2,0.085,0.081
50233,15.1,72.8,0.087,0.073
50234,14.97,73.3,0.082,0.044
50235,14.96,73.2,0.088,0.029
50236,14.98,73.7,0.088,0.066
50237,14.84,75.5,0.084,0.037
50238,14.48,78.0,0.085,0.07
50239,14.23,79.1,0.082,0.044
50240,14.24,79.1,0.08,0.037
50241,14.34,78.8,0.082,0.029
50242,14.29,78.5,0.082,0.033
50243,14.26,78.8,0.082,0.04
50244,14.31,78.8,0.086,0.044
50245,14.35,78.5,0.085,0.029
50246,14.44,78.6,0.082,0.048
50247,14.38,78.5,0.083,0.048
50248,14.32,78.9,0.084,0.037
50249,14.11,79.4,0.082,0.051
50250,14.03,79.5,0.081,0.059
50251,14.02,79.6,0.082,0.033
50252,13.97,79.8,0.081,0.055
50253,14.01,79.4,0.083,0.062
50254,13.93,79.6,0.084,0.07
50255,14.0,79.4,0.081,0.037
50256,13.97,79.2,0.083,0.059
50257,13.82,79.7,0.082,0.055
50258,13.9,80.2,0.084,0.051
50259,13.91,79.4,0.082,0.033
50260,13.77,80.1,0.081,0.033
50261,13.65,80.6,0.084,0.059
50262,13.57,81.2,0.084,0.051
50263,13.64,81.4,0.082,0.029
50264,13.7,80.9,0.083,0.044
50265,13.72,80.8,0.083,0.033
50266,13.61,81.0,0.082,0.059
50267,13.69,81.1,0.082,0.04
50268,13.55,80.9,0.082,0.051
50269,13.46,81.3,0.081,0.055
50270,13.49,81.2,0.081,0.04
50271,13.41,81.2,0.082,0.048
50272,13.22,81.9,0.081,0.037
50273,13.17,82.1,0.083,0.059
50274,13.21,82.1,0.087,0.04
50275,13.27,81.9,0.082,0.062
50276,13.17,81.8,0.081,0.033
50277,13.08,82.3,0.084,0.044
50278,12.95,82.3,0.082,0.048
50279,12.64,83.5,0.081,0.062
50280,12.53,83.8,0.078,0.059
50281,12.2,84.9,0.086,0.062
50282,12.11,85.5,0.081,0.037
50283,12.33,85.4,0.079,0.037
50284,12.51,84.8,0.082,0.026
50285,12.3,84.8,0.083,0.04
50286,12.22,84.7,0.08,0.037
50287,12.33,84.8,0.083,0.044
50288,12.48,84.0,0.083,0.051
50289,12.41,82.7,0.081,0.051
50290,12.26,82.5,0.084,0.044
50291,12.28,82.6,0.082,0.059
50292,12.11,82.2,0.085,0.044
50293,11.9,83.3,0.081,0.037
50294,11.54,85.0,0.079,0.033
50295,11.45,85.1,0.081,0.048
50296,11.39,85.2,0.082,0.048
50297,11.36,86.0,0.08,0.048
50298,11.49,85.4,0.082,0.059
50299,11.47,84.2,0.08,0.048
50300,11.63,83.5,0.082,0.07
50301,11.63,82.8,0.082,0.055
50302,11.52,82.8,0.084,0.037
50303,11.41,82.7,0.084,0.088
50304,11.35,83.5,0.082,0.417
50305,11.47,83.3,0.083,2.203
50306,11.55,82.8,0.09,5.336
50307,11.59,82.0,0.079,9.0
50308,11.57,81.4,0.087,35.56
50309,11.77,80.4,0.083,66.2
50310,11.67,79.3,0.086,88.4
50311,11.41,80.0,0.083,110.3
50312,11.55,80.0,0.077,134.4
50313,11.68,79.3,0.08,163.6
50314,11.8,79.0,0.089,185.3
50315,11.95,78.8,0.088,211.0
50316,12.25,78.1,0.08,232.8
50317,12.52,76.8,0.082,260.5
50318,12.92,76.3,0.088,284.8
50319,13.31,75.1,0.083,309.1
50320,13.48,74.0,0.083,329.0
50321,13.8,73.3,0.085,349.6
50322,14.15,72.3,0.086,368.1
50323,14.41,71.6,0.083,385.6
50324,14.71,71.0,0.082,402.3
50325,15.17,69.53,0.081,405.9
50326,15.56,68.26,0.085,430.6
50327,15.89,66.89,0.082,439.0
50328,16.25,65.35,0.08,448.4
50329,16.44,64.09,0.087,462.3
50330,16.58,63.18,0.082,471.5
50331,16.77,63.25,0.084,477.4
50332,17.02,63.32,0.082,481.3
50333,17.36,62.95,0.085,486.4
50334,17.63,60.78,0.087,485.2
50335,17.84,60.15,0.085,478.8
50336,17.98,59.35,0.086,476.5
50337,18.06,58.71,0.087,472.7
50338,18.1,58.41,0.083,471.2
50339,18.04,57.68,0.085,465.0
50340,18.1,57.91,0.08,465.8
50341,18.09,57.81,0.083,452.7
50342,18.24,57.81,0.085,445.8
50343,18.26,58.04,0.083,434.2
50344,18.27,57.21,0.082,419.1
50345,18.38,58.54,0.083,402.1
50346,18.38,57.68,0.082,386.2
50347,18.42,58.61,0.083,367.6
50348,18.41,57.68,0.084,353.3
50349,18.42,58.48,0.081,338.7
50350,18.6,56.98,0.083,323.0
50351,18.5,57.04,0.084,284.0
50352,18.42,58.28,0.082,224.4
50353,18.34,58.04,0.082,237.3
50354,18.21,59.21,0.085,187.0
50355,18.07,59.88,0.082,158.5
50356,17.88,60.55,0.084,111.5
50357,17.75,60.31,0.082,93.7
50358,17.63,61.68,0.082,86.9
50359,17.48,62.85,0.083,84.6
50360,17.43,62.62,0.081,75.3
50361,17.22,63.28,0.082,32.94
50362,17.01,63.55,0.081,17.62
50363,16.91,63.65,0.083,8.69
50364,16.63,66.59,0.081,3.996
50365,16.24,67.86,0.085,2.119
50366,16.14,68.19,0.082,0.962
50367,15.93,68.99,0.082,0.132
50368,15.81,69.49,0.083,0.059
50369,15.76,69.76,0.084,0.022
50370,15.65,72.5,0.081,0.04
50371,15.35,75.5,0.08,0.055
50372,15.08,76.4,0.08,0.022
50373,14.91,77.1,0.079,0.062
50374,14.81,78.1,0.082,0.033
50375,14.64,78.8,0.086,0.048
50376,14.45,79.6,0.085,0.066
50377,14.35,79.5,0.084,0.037
50378,13.98,80.6,0.085,0.055
50379,13.9,80.8,0.082,0.051
50380,13.91,81.3,0.083,0.044
50381,13.96,81.0,0.085,0.037
50382,13.54,80.2,0.082,0.048
50383,13.19,81.1,0.079,0.055
50384,13.0,81.8,0.082,0.048
50385,12.97,81.8,0.081,0.033
50386,12.68,81.2,0.081,0.048
50387,12.62,79.7,0.081,0.04
50388,12.55,79.6,0.083,0.059
50389,12.49,79.9,0.082,0.04
50390,12.33,81.4,0.083,0.051
50391,12.23,82.9,0.081,0.048
50392,11.9,83.2,0.084,0.037
50393,11.66,82.1,0.079,0.059
50394,11.71,81.0,0.082,0.04
50395,11.78,80.4,0.081,0.062
50396,11.71,81.5,0.08,0.011
50397,12.14,83.2,0.082,0.055
50398,11.78,82.3,0.082,0.044
50399,11.44,81.6,0.083,0.048
50400,11.56,82.1,0.08,0.051
50401,11.56,80.6,0.082,0.048
50402,11.77,80.6,0.086,0.07
50403,11.31,81.5,0.081,0.073
50404,11.35,82.7,0.08,0.026
50405,11.26,83.6,0.082,0.037
50406,11.04,83.7,0.078,0.044
50407,11.09,83.1,0.083,0.051
50408,11.07,84.1,0.081,0.04
50409,10.88,84.9,0.083,0.044
50410,10.72,84.4,0.083,0.055
50411,11.0,82.8,0.083,0.037
50412,10.98,82.5,0.083,0.033
50413,10.64,82.4,0.084,0.051
50414,10.48,82.8,0.083,0.044
50415,10.28,83.8,0.079,0.04
50416,10.18,84.3,0.082,0.04
50417,10.21,84.3,0.083,0.033
50418,10.33,84.2,0.084,0.048
50419,10.3,84.4,0.086,0.077
50420,10.15,84.0,0.082,0.026
50421,10.09,84.1,0.082,0.044
50422,10.01,84.1,0.078,0.055
50423,9.83,83.8,0.081,0.07
50424,9.93,83.8,0.082,0.048
50425,10.03,83.4,0.081,0.04
50426,10.06,83.2,0.084,0.037
50427,10.0,83.0,0.084,0.037
50428,9.97,82.9,0.085,0.048
50429,9.85,82.9,0.085,0.04
50430,9.63,83.4,0.082,0.044
50431,9.6,83.6,0.082,0.007
50432,9.78,83.7,0.081,0.022
50433,9.61,84.0,0.083,0.04
50434,9.52,84.4,0.08,0.048
50435,9.37,84.6,0.081,0.033
50436,9.18,85.6,0.081,0.044
50437,9.31,85.1,0.082,0.044
50438,9.52,84.5,0.085,0.037
50439,9.45,84.9,0.086,0.044
50440,9.38,84.9,0.082,0.051
50441,9.21,85.0,0.08,0.04
50442,9.1,85.2,0.081,0.051
50443,9.19,85.3,0.08,0.037
50444,9.03,85.5,0.082,0.029
50445,9.03,85.4,0.083,0.033
50446,8.99,85.1,0.083,0.062
50447,9.09,85.5,0.083,0.077
50448,8.94,85.7,0.08,0.49
50449,8.73,85.9,0.08,2.368
50450,8.83,86.1,0.081,4.604
50451,8.82,86.4,0.084,8.67
50452,8.85,86.6,0.087,24.52
50453,8.91,86.4,0.084,29.83
50454,9.25,85.1,0.085,65.25
50455,9.7,84.3,0.082,107.2
50456,9.72,83.1,0.087,126.0
50457,9.79,82.6,0.085,157.3
50458,9.84,83.0,0.086,182.7
50459,10.2,82.6,0.085,205.0
50460,10.65,80.8,0.085,230.7
50461,11.0,78.5,0.081,257.2
50462,11.48,77.2,0.082,280.8
50463,11.8,75.8,0.083,305.6
50464,12.06,73.8,0.088,324.8
50465,12.47,73.7,0.08,341.2
50466,13.01,72.5,0.08,367.5
50467,13.41,71.2,0.084,385.2
50468,13.79,72.1,0.083,401.2
50469,14.5,71.9,0.082,416.1
50470,15.1,71.6,0.083,429.9
50471,15.66,70.9,0.082,440.1
50472,16.17,68.06,0.085,452.0
50473,16.56,63.35,0.086,460.9
50474,16.84,62.55,0.084,468.7
50475,17.06,62.85,0.086,474.6
50476,17.3,61.45,0.083,480.6
50477,17.55,61.32,0.085,483.8
50478,17.7,60.48,0.084,485.4
50479,17.92,59.91,0.083,485.3
50480,18.14,57.14,0.097,485.2
50481,18.29,56.54,0.082,483.4
50482,18.39,55.51,0.082,479.4
50483,18.52,57.11,0.084,472.6
50484,18.59,58.18,0.083,463.9
50485,18.62,58.31,0.083,455.2
50486,18.65,56.61,0.08,444.0
50487,18.85,58.11,0.082,431.0
50488,18.88,56.04,0.084,417.8
50489,18.94,55.07,0.083,402.4
50490,19.0,53.94,0.087,386.4
50491,19.05,53.6,0.086,369.2
50492,19.02,53.44,0.085,349.6
50493,19.04,54.21,0.082,329.2
50494,19.01,54.41,0.085,306.7
50495,19.01,55.21,0.083,285.4
50496,18.89,55.91,0.084,262.2
50497,18.81,56.38,0.081,237.9
50498,18.75,56.91,0.082,205.1
50499,18.67,58.44,0.08,184.4
50500,18.49,60.05,0.081,162.6
50501,18.36,60.75,0.078,138.4
50502,18.2,62.12,3.908,115.4
50503,17.98,63.32,4.921,93.5
50504,17.75,64.49,4.913,72.6
50505,17.5,66.22,4.92,50.43
50506,17.09,67.89,4.918,15.95
50507,16.77,69.46,4.918,11.04
50508,16.46,71.3,4.918,6.524
50509,16.23,71.4,4.918,2.799
50510,16.02,72.0,4.919,0.607
50511,15.83,72.8,4.914,0.084
50512,15.62,72.9,4.915,0.04
50513,15.49,73.7,4.916,0.066
50514,15.32,74.4,4.91,0.08
50515,15.27,74.7,4.914,0.048
50516,15.2,75.1,4.915,0.062
50517,15.29,75.1,3.006,0.044
50518,15.26,75.9,0.081,0.044
50519,15.16,76.9,0.078,0.037
50520,14.97,78.3,0.082,0.04
50521,14.84,79.3,0.08,0.044
50522,14.63,80.3,0.08,0.033
50523,14.53,80.7,0.081,0.022
50524,14.53,81.0,0.079,0.044
50525,14.26,81.4,0.082,0.044
50526,14.05,82.1,0.081,0.033
50527,13.84,82.5,0.081,0.04
50528,13.5,83.3,0.082,0.07
50529,13.5,83.4,0.079,0.015
50530,13.45,83.5,0.079,0.04
50531,13.39,83.2,0.082,0.029
50532,13.51,83.5,0.081,0.059
50533,13.57,83.2,0.081,0.037
50534,13.36,83.0,0.083,0.044
50535,13.13,83.1,0.081,0.044
50536,12.92,83.5,0.081,0.022
50537,12.63,83.1,0.08,0.037
50538,12.31,83.6,0.081,0.07
50539,12.21,83.9,0.08,0.051
50540,12.15,83.9,0.084,0.048
50541,12.11,84.0,0.084,0.04
50542,12.05,84.0,0.085,0.029
50543,11.81,83.8,0.081,0.037
50544,11.54,84.1,0.083,0.07
50545,11.38,84.0,0.082,0.037
50546,11.19,84.6,0.084,0.026
50547,11.26,84.8,0.082,0.015
50548,11.11,85.6,0.082,0.033
50549,11.01,85.6,0.079,0.033
50550,11.0,85.7,0.08,0.026
50551,10.98,86.0,0.079,0.04
50552,10.96,85.9,0.082,0.044
50553,10.96,85.6,0.079,0.029
50554,10.87,85.0,0.082,0.04
50555,10.85,85.2,0.078,0.037
50556,10.78,84.9,0.084,0.026
50557,10.52,85.8,0.078,0.018
50558,10.36,86.3,0.083,0.026
50559,10.29,86.9,0.083,0.04
50560,10.34,87.1,0.083,0.022
50561,10.25,87.2,0.081,0.048
50562,10.08,87.8,0.083,0.062
50563,10.08,88.3,0.085,0.051
50564,10.27,88.7,0.079,0.048
50565,10.4,88.7,0.084,0.018
50566,10.32,88.7,0.082,0.048
50567,10.09,88.9,0.081,0.048
50568,9.77,88.8,0.082,0.026
50569,9.73,88.9,0.078,0.029
50570,9.58,89.3,0.082,0.048
50571,9.45,89.4,0.082,0.029
50572,9.57,90.3,0.082,0.066
50573,9.55,90.5,0.083,0.037
50574,9.58,90.8,0.086,0.04
50575,9.57,90.8,0.081,0.037
50576,9.45,90.9,0.082,0.07
50577,9.37,91.3,0.08,0.044
50578,9.39,91.3,0.08,0.026
50579,9.11,91.3,0.081,0.051
50580,9.08,91.5,0.081,0.051
50581,9.09,91.7,0.08,0.026
50582,9.07,91.9,0.082,0.059
50583,8.99,92.3,0.081,0.037
50584,8.9,92.5,0.083,0.051
50585,8.96,92.7,0.082,0.059
50586,9.0,92.7,0.081,0.04
50587,8.86,92.9,0.083,0.066
50588,8.81,93.1,0.083,0.062
50589,8.74,93.1,0.079,0.051
50590,8.69,93.3,0.083,0.029
50591,8.65,93.4,0.081,0.088
50592,8.47,93.3,0.081,0.366
50593,8.17,93.4,0.081,2.196
50594,7.87,93.7,0.08,4.754
50595,7.8,93.9,0.08,9.62
50596,8.01,93.9,0.081,15.64
50597,8.12,93.9,0.082,26.37
50598,8.31,93.9,0.082,53.22
50599,8.4,93.8,0.083,51.89
50600,8.49,93.9,0.087,85.9
50601,8.56,93.9,0.086,99.6
50602,8.64,94.0,0.081,148.2
50603,8.8,94.1,0.083,178.6
50604,8.95,94.1,0.083,183.8
50605,9.15,94.1,0.081,244.5
50606,9.3,94.2,0.083,278.1
50607,9.4,94.2,0.086,283.7
50608,9.59,94.1,0.087,311.7
50609,9.68,94.1,0.086,334.2
50610,9.74,93.9,0.084,353.5
50611,10.11,94.0,0.087,369.9
50612,10.3,93.6,0.086,388.4
50613,10.45,93.4,0.083,402.1
50614,10.65,93.3,0.083,413.7
50615,11.03,93.3,0.086,429.4
50616,11.26,92.9,0.083,441.1
50617,11.51,92.5,0.084,451.5
50618,11.94,92.4,0.087,459.7
50619,12.32,91.9,0.084,465.8
50620,12.67,91.0,0.087,472.6
50621,12.96,89.7,0.084,472.4
50622,13.48,89.4,0.085,474.7
50623,14.02,88.3,0.084,478.6
50624,14.49,85.8,0.086,479.0
50625,14.92,83.9,0.083,456.6
50626,15.33,81.6,0.081,460.9
50627,15.91,79.4,0.085,451.9
50628,16.42,76.7,0.082,451.9
50629,16.67,73.7,0.08,450.2
50630,17.17,70.2,0.082,438.8
50631,17.33,67.66,0.083,428.8
50632,17.54,66.66,0.082,404.1
50633,17.7,65.25,0.082,358.2
50634,17.95,64.42,0.084,346.5
50635,18.05,63.75,0.083,360.7
50636,18.27,63.92,0.082,342.6
50637,18.29,63.79,0.086,322.8
50638,18.49,63.68,0.083,303.1
50639,18.95,63.79,0.084,284.7
50640,18.9,62.98,0.075,258.1
50641,18.17,66.02,0.075,229.1
50642,18.01,66.56,0.075,205.8
50643,17.74,67.62,0.072,179.9
50644,17.79,68.26,0.076,157.9
50645,17.73,68.16,0.077,134.3
50646,17.63,69.03,0.077,111.5
50647,17.41,69.33,0.073,84.7
50648,17.2,70.4,0.079,65.91
50649,16.86,71.6,0.075,48.85
50650,16.39,73.3,0.081,21.45
50651,15.87,75.1,0.08,13.85
50652,15.66,76.1,0.075,7.99
50653,15.48,77.2,0.082,4.095
50654,15.32,77.8,0.082,1.274
50655,15.17,78.4,0.086,0.238
50656,15.25,78.9,0.091,0.073
50657,15.45,79.0,0.085,0.051
50658,15.52,78.6,0.08,0.048
50659,15.42,78.4,0.083,0.048
50660,15.3,78.5,0.081,0.048
50661,15.24,78.4,0.082,0.07
50662,15.2,78.2,0.082,0.066
50663,15.05,78.6,0.082,0.048
50664,15.0,78.7,0.085,0.062
50665,14.9,79.1,0.084,0.062
50666,14.76,79.7,0.087,0.029
50667,14.5,80.7,0.082,0.033
50668,14.31,81.5,0.085,0.055
50669,14.18,81.9,0.083,0.062
50670,14.05,82.3,0.085,0.044
50671,13.85,82.9,0.086,0.044
50672,13.69,83.5,0.082,0.059
50673,13.63,84.0,0.085,0.029
50674,13.63,84.4,0.083,0.055
50675,13.69,84.3,0.086,0.04
50676,13.55,84.3,0.083,0.04
50677,13.45,84.7,0.084,0.033
50678,13.44,84.8,0.084,0.048
50679,13.39,84.8,0.085,0.048
50680,13.34,84.8,0.085,0.059
50681,13.31,84.8,0.083,0.048
50682,13.28,84.9,0.083,0.048
50683,13.23,85.0,0.082,0.044
50684,13.17,85.2,0.085,0.044
50685,13.15,85.1,0.085,0.051
50686,13.21,85.0,0.084,0.044
50687,13.15,85.0,0.085,0.055
50688,13.18,85.1,0.085,0.055
50689,13.17,85.1,0.081,0.051
50690,13.18,85.4,0.083,0.037
50691,13.25,85.5,0.082,0.022
50692,13.29,85.8,0.085,0.048
50693,13.33,85.8,0.084,0.04
50694,13.36,85.6,0.083,0.037
50695,13.36,85.7,0.084,0.033
50696,13.4,85.6,0.086,0.044
50697,13.38,85.3,0.081,0.051
50698,13.31,85.2,0.082,0.022
50699,13.29,85.2,0.084,0.04
50700,13.18,84.7,0.083,0.04
50701,13.13,84.3,0.088,0.026
50702,13.11,84.2,0.087,0.04
50703,13.04,84.4,0.083,0.04
50704,12.97,84.8,0.086,0.018
50705,12.87,85.0,0.084,0.051
50706,12.79,85.1,0.081,0.048
50707,12.74,85.1,0.083,0.033
50708,12.72,85.4,0.078,0.026
50709,12.59,85.7,0.088,0.044
50710,12.49,85.9,0.085,0.051
50711,12.42,86.1,0.085,0.044
50712,12.32,86.5,0.087,0.026
50713,12.32,86.6,0.085,0.033
50714,12.33,86.6,0.085,0.033
50715,12.21,86.8,0.085,0.026
50716,12.17,86.8,0.088,0.051
50717,12.1,87.0,0.084,0.018
50718,12.01,86.9,0.08,0.037
50719,11.9,86.9,0.082,0.044
50720,11.86,86.9,0.085,0.029
50721,11.78,87.2,0.078,0.04
50722,11.7,87.6,0.083,0.022
50723,11.65,87.7,0.084,0.059
50724,11.58,87.6,0.087,0.033
50725,11.51,87.8,0.085,0.037
50726,11.51,87.9,0.088,0.048
50727,11.51,87.8,0.085,0.059
50728,11.45,87.7,0.081,0.055
50729,11.44,87.5,0.082,0.073
50730,11.44,87.4,0.081,0.044
50731,11.34,87.2,0.08,0.059
50732,11.27,87.2,0.083,0.048
50733,11.19,87.1,0.079,0.048
50734,11.06,87.3,0.082,0.026
50735,11.08,87.2,0.079,0.055
